TeamID,TeamCode,TeamName,TeamImage,PlayerName,PlayerImage,PlayerID,BattingType,BowlingProficiency,PlayerSkill,IsCaptain,IsViceCaptain,IsWK,IsNonDomestic,Season
13,CSK,Chennai Super Kings,https://scores.iplt20.com/ipl/teamlogos/CSK.png,Ambati Rayudu,https://scores.iplt20.com/ipl/playerimages/60-small.png,2019-100mb00000000060-7861780c161111,Right Hand Batsman,Right Arm Off Spinner,Batsman,0,0,0,0,2022
77,LSG,Lucknow Super Giants,https://scores.iplt20.com/ipl/teamlogos/gPLvfvSC1X1711457972LSG.png,Amit Mishra,https://scores.iplt20.com/ipl/playerimages/Np8iUdWhGO1680327154107.png,2019-100mb00000000107-ae56fbc5449311,Right Hand Batsman,Right Arm Leg Spinner,Bowler,0,0,0,0,2023
77,LSG,Lucknow Super Giants,https://scores.iplt20.com/ipl/teamlogos/gPLvfvSC1X1711457972LSG.png,Amit Mishra,https://scores.iplt20.com/ipl/playerimages/hT4d4tJnOC1711261935107.png,2019-100mb00000000107-ae56fbc5449311,Right Hand Batsman,Right Arm Leg Spinner,Bowler,0,0,0,0,2024
16,KKR,Kolkata Knight Riders,https://scores.iplt20.com/ipl/teamlogos/KKR.png,Andre Russell,https://scores.iplt20.com/ipl/playerimages/k9HNNNr5UH1711106337141.png,2019-100mb00000000141-e67c41d144a711,Right Hand Batsman,Right Arm Fast Medium,All Rounder,0,0,0,1,2024
16,KKR,Kolkata Knight Riders,https://scores.iplt20.com/ipl/teamlogos/KKR.png,Andre Russell,https://scores.iplt20.com/ipl/playerimages/141-small.png,2019-100mb00000000141-e67c41d144a711,Right Hand Batsman,Right Arm Fast Medium,All Rounder,0,0,0,1,2022
16,KKR,Kolkata Knight Riders,https://scores.iplt20.com/ipl/teamlogos/KKR.png,Andre Russell,https://scores.iplt20.com/ipl/playerimages/p7dGPab05h1680326915141.png,2019-100mb00000000141-e67c41d144a711,Right Hand Batsman,Right Arm Fast Medium,All Rounder,0,0,0,1,2023
77,LSG,Lucknow Super Giants,https://scores.iplt20.com/ipl/teamlogos/gPLvfvSC1X1711457972LSG.png,Andrew Tye,https://scores.iplt20.com/ipl/playerimages/30-small.png?v=1,2018-100mb00000000030-d478e5bce99d11,Right Hand Batsman,Right Arm Fast Medium,Bowler,0,0,0,1,2022
16,KKR,Kolkata Knight Riders,https://scores.iplt20.com/ipl/teamlogos/KKR.png,Angkrish Raghuvanshi,https://scores.iplt20.com/ipl/playerimages/ISQ8oIxMTX1711106614787.png,20214a2b63d55d7711ec9c9202ea608,Right Hand Batsman,Left Arm Orthodox,Batsman,0,0,0,0,2024
20,SRH,Sunrisers Hyderabad,https://scores.iplt20.com/ipl/teamlogos/SRH.png,Anmolpreet Singh,https://scores.iplt20.com/ipl/playerimages/wXrY4TJnqe1711172154159.png,2019-100mb00000000159-555d54fd44ac11,Right Hand Batsman,Right Arm Off Spinner,Batsman,0,0,0,0,2024
17,MI,Mumbai Indians,https://scores.iplt20.com/ipl/teamlogos/MI.png,Anmolpreet Singh,https://scores.iplt20.com/ipl/playerimages/159-small.png?v=1,2019-100mb00000000159-555d54fd44ac11,Right Hand Batsman,Right Arm Off Spinner,Batsman,0,0,0,0,2022
20,SRH,Sunrisers Hyderabad,https://scores.iplt20.com/ipl/teamlogos/SRH.png,Anmolpreet Singh,https://scores.iplt20.com/ipl/playerimages/SbArCtvmlV1680425762159.png,2019-100mb00000000159-555d54fd44ac11,Right Hand Batsman,Right Arm Off Spinner,Batsman,0,0,0,0,2023
14,DC,Delhi Capitals,https://scores.iplt20.com/ipl/teamlogos/DC.png,Anrich Nortje,https://scores.iplt20.com/ipl/playerimages/4bhEDXOpxp1711170854142.png,2019-100mb00000000142-040303a144a811,Right Hand Batsman,Right Arm Fast Medium,Bowler,0,0,0,1,2024
14,DC,Delhi Capitals,https://scores.iplt20.com/ipl/teamlogos/DC.png,Anrich Nortje,https://scores.iplt20.com/ipl/playerimages/142-small.png,2019-100mb00000000142-040303a144a811,Right Hand Batsman,Right Arm Fast Medium,Bowler,0,0,0,1,2022
14,DC,Delhi Capitals,https://scores.iplt20.com/ipl/teamlogos/DC.png,Anrich Nortje,https://scores.iplt20.com/ipl/playerimages/a3OH3m79BI1680326579142.png,2019-100mb00000000142-040303a144a811,Right Hand Batsman,Right Arm Fast Medium,Bowler,0,0,0,1,2023
17,MI,Mumbai Indians,https://scores.iplt20.com/ipl/teamlogos/MI.png,Anshul Kamboj,https://scores.iplt20.com/ipl/playerimages/dEBOwPfJem17112086203106.png,2024-100mb00000003106-047b3989df9b11,Right Hand Batsman,Right Arm Medium Pace,Bowler,0,0,0,0,2024
19,RCB,Royal Challengers Bangalore,https://scores.iplt20.com/ipl/teamlogos/RCB.png,Anuj Rawat,https://scores.iplt20.com/ipl/playerimages/33bkamzpo71711009391534.png,2020-100mb00000000534-1ea324c4639911,Left Hand Batsman,Left Arm Knuckleball,Wicket Keeper,0,0,1,0,2024
19,RCB,Royal Challengers Bangalore,https://scores.iplt20.com/ipl/teamlogos/RCB.png,Anuj Rawat,https://scores.iplt20.com/ipl/playerimages/ZzXBjyZSxD1680350757534.png,2020-100mb00000000534-1ea324c4639911,Left Hand Batsman,Left Arm Knuckleball,Wicket Keeper,0,0,1,0,2023
19,RCB,Royal Challengers Bangalore,https://scores.iplt20.com/ipl/teamlogos/RCB.png,Anuj Rawat,https://scores.iplt20.com/ipl/playerimages/33bkamzpo71711009391534.png,2020-100mb00000000534-1ea324c4639911,Left Hand Batsman,Left Arm Knuckleball,Wicket Keeper,0,0,0,0,2024
19,RCB,Royal Challengers Bangalore,https://scores.iplt20.com/ipl/teamlogos/RCB.png,Anuj Rawat,https://scores.iplt20.com/ipl/playerimages/534-small.png,2020-100mb00000000534-1ea324c4639911,Left Hand Batsman,Left Arm Knuckleball,Wicket Keeper,0,0,0,0,2022
19,RCB,Royal Challengers Bangalore,https://scores.iplt20.com/ipl/teamlogos/RCB.png,Anuj Rawat,https://scores.iplt20.com/ipl/playerimages/ZzXBjyZSxD1680350757534.png,2020-100mb00000000534-1ea324c4639911,Left Hand Batsman,Left Arm Knuckleball,Wicket Keeper,0,0,0,0,2023
16,KKR,Kolkata Knight Riders,https://scores.iplt20.com/ipl/teamlogos/KKR.png,Anukul Roy,https://scores.iplt20.com/ipl/playerimages/AZ2gfJgINj1711106489160.png,2019-100mb00000000160-970c8ab644ac11,Left Hand Batsman,Left Arm Orthodox,All Rounder,0,0,0,0,2024
16,KKR,Kolkata Knight Riders,https://scores.iplt20.com/ipl/teamlogos/KKR.png,Anukul Roy,https://scores.iplt20.com/ipl/playerimages/160-small.png,2019-100mb00000000160-970c8ab644ac11,Left Hand Batsman,Left Arm Orthodox,All Rounder,0,0,0,0,2022
16,KKR,Kolkata Knight Riders,https://scores.iplt20.com/ipl/teamlogos/KKR.png,Anukul Roy,https://scores.iplt20.com/ipl/playerimages/UTcrnk2KBz1680326796160.png,2019-100mb00000000160-970c8ab644ac11,Left Hand Batsman,Left Arm Orthodox,All Rounder,0,0,0,0,2023
17,MI,Mumbai Indians,https://scores.iplt20.com/ipl/teamlogos/MI.png,Arjun Tendulkar,https://scores.iplt20.com/ipl/playerimages/esrTHV6Cgx1711208859585.png,2021-100mb00000000585-5404221d91de11,Left Hand Batsman,Left Arm Fast Medium,Bowler,0,0,0,0,2024
17,MI,Mumbai Indians,https://scores.iplt20.com/ipl/teamlogos/MI.png,Arjun Tendulkar,https://scores.iplt20.com/ipl/playerimages/TNwuPFm92n1680426996585.png,2021-100mb00000000585-5404221d91de11,Left Hand Batsman,Left Arm Fast Medium,Bowler,0,0,0,0,2023
77,LSG,Lucknow Super Giants,https://scores.iplt20.com/ipl/teamlogos/gPLvfvSC1X1711457972LSG.png,Arshad Khan,https://scores.iplt20.com/ipl/playerimages/egXLcQHDZs1711262344988.png,2022-100mb00000000988-ad5c752aa44a11,Left Hand Batsman,Left Arm Medium Pace,Bowler,0,0,0,0,2024
17,MI,Mumbai Indians,https://scores.iplt20.com/ipl/teamlogos/MI.png,Arshad Khan,https://scores.iplt20.com/ipl/playerimages/5Hl2C7FG701680426684988.png,2022-100mb00000000988-ad5c752aa44a11,Left Hand Batsman,Left Arm Medium Pace,Bowler,0,0,0,0,2023
15,PBKS,Punjab Kings,https://scores.iplt20.com/ipl/teamlogos/PBKS.png,Arshdeep Singh,https://scores.iplt20.com/ipl/playerimages/A3OtoulUW21711170102125.png,2019-100mb00000000125-2485f88b449911,Left Hand Batsman,Left Arm Fast Medium,Bowler,0,0,0,0,2024
15,PBKS,Punjab Kings,https://scores.iplt20.com/ipl/teamlogos/PBKS.png,Arshdeep Singh,https://scores.iplt20.com/ipl/playerimages/125-small.png,2019-100mb00000000125-2485f88b449911,Left Hand Batsman,Left Arm Fast Medium,Bowler,0,0,0,0,2022
15,PBKS,Punjab Kings,https://scores.iplt20.com/ipl/teamlogos/PBKS.png,Arshdeep Singh,https://scores.iplt20.com/ipl/playerimages/Dt5oU1wZhR1680327444125.png,2019-100mb00000000125-2485f88b449911,Left Hand Batsman,Left Arm Fast Medium,Bowler,0,0,0,0,2023
77,LSG,Lucknow Super Giants,https://scores.iplt20.com/ipl/teamlogos/gPLvfvSC1X1711457972LSG.png,Arshin Atul Kulkarni,https://scores.iplt20.com/ipl/playerimages/wLTZYKr4S917112621502788.png,2023-100mb00000002788-734d7bb794fb11,Right Hand Batsman,Right Arm Medium Pace,All Rounder,0,0,0,0,2024
77,LSG,Lucknow Super Giants,https://scores.iplt20.com/ipl/teamlogos/gPLvfvSC1X1711457972LSG.png,Ashton Turner,https://scores.iplt20.com/ipl/playerimages/uSNECquY2M171126227386.png,2019-100mb00000000086-8d7f2f7d30f311,Right Hand Batsman,Right Arm Off Spinner,Batsman,0,0,0,1,2024
15,PBKS,Punjab Kings,https://scores.iplt20.com/ipl/teamlogos/PBKS.png,Ashutosh Sharma,https://scores.iplt20.com/ipl/playerimages/7vr2p2Kg9B17111703883109.png,2024-100mb00000003109-b7f98c40df9d11,Right Hand Batsman,Right Arm Medium Pace,Batsman,0,0,0,0,2024
18,RR,Rajasthan Royals,https://scores.iplt20.com/ipl/teamlogos/RR.png,Asif K M,https://scores.iplt20.com/ipl/playerimages/CqZvgXIfbj168035116488.png,2019-100mb00000000088-c3250f0243e911,Right Hand Batsman,Right Arm Medium Pace,Bowler,0,0,0,0,2023
15,PBKS,Punjab Kings,https://scores.iplt20.com/ipl/teamlogos/PBKS.png,Atharva Taide,https://scores.iplt20.com/ipl/playerimages/ZSPFZtwsiW17111700471001.png,2022-100mb00000001001-14df7b35a44e11,Left Hand Batsman,Left Arm Orthodox,All Rounder,0,0,0,0,2024
15,PBKS,Punjab Kings,https://scores.iplt20.com/ipl/teamlogos/PBKS.png,Atharva Taide,https://scores.iplt20.com/ipl/playerimages/wHEJ823aMF16803277501001.png,2022-100mb00000001001-14df7b35a44e11,Left Hand Batsman,Left Arm Orthodox,All Rounder,0,0,0,0,2023
18,RR,Rajasthan Royals,https://scores.iplt20.com/ipl/teamlogos/RR.png,Avesh Khan,https://scores.iplt20.com/ipl/playerimages/g6BwFLm75S1711189203109.png,2019-100mb00000000109-5cc123ab449411,Right Hand Batsman,Right Arm Medium Pace,Bowler,0,0,0,0,2024
77,LSG,Lucknow Super Giants,https://scores.iplt20.com/ipl/teamlogos/gPLvfvSC1X1711457972LSG.png,Avesh Khan,https://scores.iplt20.com/ipl/playerimages/109-small.png,2019-100mb00000000109-5cc123ab449411,Right Hand Batsman,Right Arm Medium Pace,Bowler,0,0,0,0,2022
77,LSG,Lucknow Super Giants,https://scores.iplt20.com/ipl/teamlogos/gPLvfvSC1X1711457972LSG.png,Avesh Khan,https://scores.iplt20.com/ipl/playerimages/sXhofCBcux1680327033109.png,2019-100mb00000000109-5cc123ab449411,Right Hand Batsman,Right Arm Medium Pace,Bowler,0,0,0,0,2023
14,DC,Delhi Capitals,https://scores.iplt20.com/ipl/teamlogos/DC.png,Axar Patel,https://scores.iplt20.com/ipl/playerimages/rGfKDbGelA1711170804110.png,2019-100mb00000000110-79ae08f5449411,Left Hand Batsman,Left Arm Orthodox,All Rounder,0,0,0,0,2024
14,DC,Delhi Capitals,https://scores.iplt20.com/ipl/teamlogos/DC.png,Axar Patel,https://scores.iplt20.com/ipl/playerimages/110-small.png,2019-100mb00000000110-79ae08f5449411,Left Hand Batsman,Left Arm Orthodox,All Rounder,0,0,0,0,2022
14,DC,Delhi Capitals,https://scores.iplt20.com/ipl/teamlogos/DC.png,Axar Patel,https://scores.iplt20.com/ipl/playerimages/mEvn8ZwpnP1680326417110.png,2019-100mb00000000110-79ae08f5449411,Left Hand Batsman,Left Arm Orthodox,All Rounder,0,0,0,0,2023
77,LSG,Lucknow Super Giants,https://scores.iplt20.com/ipl/teamlogos/gPLvfvSC1X1711457972LSG.png,Ayush Badoni,https://scores.iplt20.com/ipl/playerimages/pz2BonNadJ1680327043985.png,2022-100mb00000000985-f5950061a44811,Right Hand Batsman,Right Arm Off Spinner,Batsman,0,0,0,0,2023
77,LSG,Lucknow Super Giants,https://scores.iplt20.com/ipl/teamlogos/gPLvfvSC1X1711457972LSG.png,Ayush Badoni,https://scores.iplt20.com/ipl/playerimages/Pi1IydigUB1711262305985.png,2022-100mb00000000985-f5950061a44811,Right Hand Batsman,Right Arm Off Spinner,Batsman,0,0,0,0,2024
77,LSG,Lucknow Super Giants,https://scores.iplt20.com/ipl/teamlogos/gPLvfvSC1X1711457972LSG.png,Ayush Badoni,https://scores.iplt20.com/ipl/playerimages/985-small.png,2022-100mb00000000985-f5950061a44811,Right Hand Batsman,Right Arm Off Spinner,Batsman,0,0,0,0,2022
35,GT,Gujarat Titans,https://scores.iplt20.com/ipl/teamlogos/GT.png?v=1,Azmatullah Omarzai,https://scores.iplt20.com/ipl/playerimages/GOULk3TwEz17112627831354.png,2022-100mb00000001354-5a766b041e0411,Right Hand Batsman,Right Arm Medium Pace,All Rounder,0,0,0,1,2024
16,KKR,Kolkata Knight Riders,https://scores.iplt20.com/ipl/teamlogos/KKR.png,B Indrajith,https://scores.iplt20.com/ipl/playerimages/981-small.png,2022-100mb00000000981-10e73f3ea44811,Right Hand Batsman,Right Arm Leg Spinner,All Rounder,0,0,1,0,2022
35,GT,Gujarat Titans,https://scores.iplt20.com/ipl/teamlogos/GT.png?v=1,B R Sharath,https://scores.iplt20.com/ipl/playerimages/cX5aJh0qU017112630563117.png,2024-100mb00000003117-d430a473e83911,Right Hand Batsman,Left Arm Knuckleball,Wicket Keeper,0,0,0,0,2024
17,MI,Mumbai Indians,https://scores.iplt20.com/ipl/teamlogos/MI.png,Basil Thampi,https://scores.iplt20.com/ipl/playerimages/213-small.png?v=1,2019-100mb00000000213-b49f678b44bc11,Right Hand Batsman,Right Arm Fast Medium,Bowler,0,0,0,0,2022
13,CSK,Chennai Super Kings,https://scores.iplt20.com/ipl/teamlogos/CSK.png,Ben Stokes,https://scores.iplt20.com/ipl/playerimages/p61lGgELKM1680267854177.png,2019-100mb00000000177-97da48e244b511,Left Hand Batsman,Right Arm Fast Medium,All Rounder,0,0,0,1,2023
15,PBKS,Punjab Kings,https://scores.iplt20.com/ipl/teamlogos/PBKS.png,Bhanuka Rajapaksa,https://scores.iplt20.com/ipl/playerimages/372-small.png,2020-100mb00000000372-ff5bc9bc2deb11,Left Hand Batsman,Right Arm Medium Pace,Batsman,0,0,0,1,2022
15,PBKS,Punjab Kings,https://scores.iplt20.com/ipl/teamlogos/PBKS.png,Bhanuka Rajapaksa,https://scores.iplt20.com/ipl/playerimages/nOdIoif6Zd1680327642372.png,2020-100mb00000000372-ff5bc9bc2deb11,Left Hand Batsman,Right Arm Medium Pace,Batsman,0,0,0,1,2023
20,SRH,Sunrisers Hyderabad,https://scores.iplt20.com/ipl/teamlogos/SRH.png,Bhuvneshwar Kumar,https://scores.iplt20.com/ipl/playerimages/15-small.png,2018-100mb00000000015-3501d442e99c11,Right Hand Batsman,Right Arm Medium Pace,Bowler,1,0,0,0,2022
20,SRH,Sunrisers Hyderabad,https://scores.iplt20.com/ipl/teamlogos/SRH.png,Bhuvneshwar Kumar,https://scores.iplt20.com/ipl/playerimages/cq5ovAP7E0168042577215.png,2018-100mb00000000015-3501d442e99c11,Right Hand Batsman,Right Arm Medium Pace,Bowler,1,0,0,0,2023
